2592	3abbc30c1c5306d7617782f179f699f967d006fb
4574	58e5ec16b715bb2412464db773cecd53f61e2693
1111	2732b62d03114ef56664acc718527e97319ea3cd
3659	-14fdec2b536206f15ba3be5c9d5f89fd22d343b0
4621	-6f8720b1b6116d5416b87cb41961a3d249cb7104
3673	-3315367ce6ec4a0f6675247fe41f93e093c716e2
4856	-639a3e22d4a469585478d0b9d5ed0df5f6c45b0f
3986	-2cb9a8fc82271579863006704bc5813159d652f2
2827	7315f3d4748b7b322f4f18f873643c80db5fd8ac
894	3503c212203c42679f92d1dc4d9e225728553bc7
868	5ee0bef939619b2124321d32ac9d778d4b2b787
2328	5070141043b89a474bab5367403a8c551932d1c7
2362	5cf7df9319eba5d848eef745a04a1070f5f0c386
4483	-5347802b699c8727b7a3a67af525a11fd3598d84
2407	57db178f81755ae691ddf522e46dce2c3a1deb97
2300	-ff57ed5edf2190287e863df7f5815b23e23750d
3993	-574cb3cd1a17ff461d0346e4e25ece5880d5b852
2342	154fff767c655dc6278e073e251ce40c7d2eb273
1119	-7d57be81ff5575933842cfe541f1341a3cbe9614
1076	-325b3aea0de08f9795ead3a14e9546a2c01fafeb
4562	-63040662fb428d0d39b0b01830ae7f883cff2b8b
2420	5b56e64b9c31f8615043e3ab0d42ab5c5c4a9483
2936	-28786ac10ce9ab8c202cf1516ee9d16a77071400
2335	55400f1de68f4c2d17c3973bac4078dbdd53947b
2539	-1800afac2a56537d4c4c22c3dbc09e89a3698325
4510	4b6a073d090647a3250ba75b6fb7d620a7c2ebf2
4286	-267a9bbcd49a99842bdc3488e365322ffdabfe3f
1973	-328f9835ac513a7e78e5d12725847dc7eb09c50a
912	-737689288b90fe5e819eb4c4014ff1b8fba415e8
187	-1b7ad38e8733280a93fdbf5c1a823dcc4d368233
3631	40505a933760ebea506f9db33f9b9799db179f34
1118	4a8edee6fc6b50a5e42c91f21c4f3dd5faad63bc
2686	-5ce72d10bcd3b841293679022de0d9e382be45ed
4293	570c49291b09bf488ed6e8cf8092b78cb155eb5f
1281	-3d14fc616d97378315603eea16f823b3eac0e4cf
1194	-71261c783f3f5dd1a23842b8ee1bd1ddc74821e3
957	5ba828e9222fb947ff54006c808d29c2f543251
1875	-21f7f44a4d50dd1ac6706979dcca07b9517b54e9
623	-8cc64d40a13eb77dc2c4d3c48464880201f0a31
3781	-4b24886ab74116f87d4327b5661eae330e8e3e13
3462	2093eb37dab04eb83682625179ee4f35dc4d43c
3529	44ff6f28bc0ee038e0e9c9916df8c4b02d6ca42e
1117	-e67f942de4dfce405e498c278ba2006fc34b209
2902	-22a7cdcae99f231b1fb5fb9ce17ace1ec9329e69
2312	71f67af82fc10d8b7bfca8fdb8f98fc5a6369373
2470	-6a15a0b559bc1a5c8635c7554c763e4201f48471
77	-8f601c337c837c3e53099766550ae1423d1ebf8
757	-4c19c9dc6cb02c15cbd795265787a60dc72beef5
3378	-27b0252da64ff8a13098d70cdf677cbcff75a7a8
3729	6eeac6b77d4c298d9857c2e18d91b47f82fe0ff
4599	50b8ce7a1867f5afdbe3d8b914db060b7a8fb0
4648	1bce52ae8b5cc3afbf75038cf06e5ba0e457ffa2
4246	-5dd1226e342af33e85bb82d91866fb9c457abc58
1963	4cf420a267ce373959487ee19c3f12cbb8b7d3f0
3182	-235c395991bcf71c4c7793ad01231b4d1a118b37
2722	3bb0ce9f1130589b1f6e9aaeba1be047e9bab4ce
2597	2b44c67b4a603e132ac1ae955aa2e42b31086e13
3052	2ed1c109f46c77da601a12eeb4e3df5e233154f7
1012	275eca398905e068ad242007b0604e34fe85c167
2185	-7998dca7aa21eb48ceaef2339d81437526c5c67d
2563	6ef67b6cd552da2ac2f2ae32a2618b5eee50fc9b
1414	-2836bb9e6d1910d35a32f36b38572c191c69f734
2472	11a5a3f2a2c87b79e54bc870a77b0acc5c334e74
2949	3bfbdea372aeaacc2a3ce58999ad4503e4e15819
992	-1df2a9957c74953a2b4a2c07e3b1674a9e0db20e
4858	6e9b653bc1c0624aab0b3899c6d222107c0a34d
3360	534a70b4a8661a93e5c317a8f894082f93f750e1
4047	3d5f36c5075a9d59240b3045249efbd3f9f017f
3964	-1c7eb96e97a6f168af69447e1146927e90f8c534
